time,c0,c1,v0,v1,i0,i1
1520808796.16,100,91,8720000,8624000,-1183000,-503000
1520808797.17,100,91,8720000,8628000,-1188000,-517000
1520808798.18,100,91,8714000,8609000,-1120000,-451000
1520808799.19,100,91,8715000,8595000,-1167000,-324000
1520808800.2,100,91,8712000,8637000,-1154000,-562000
1520808801.21,100,91,8721000,8632000,-1183000,-554000
1520808802.22,100,91,8699000,8647000,-1101000,-630000
1520808803.23,100,91,8720000,8626000,-1167000,-512000
1520808804.24,100,91,8719000,8632000,-1145000,-549000
1520808805.25,100,91,8713000,8631000,-1156000,-547000
1520808806.25,100,91,8720000,8629000,-1129000,-519000
1520808807.27,100,91,8721000,8637000,-1179000,-566000
1520808808.28,100,91,8721000,8640000,-1177000,-587000
1520808809.29,100,91,8721000,8633000,-1164000,-572000
1520808810.3,100,91,8721000,8619000,-1138000,-493000
1520808811.31,100,91,8721000,8637000,-1154000,-581000
1520808812.32,100,91,8721000,8635000,-1173000,-574000
1520808813.32,100,91,8721000,8631000,-1172000,-525000
1520808814.34,100,91,8721000,8625000,-1170000,-473000
1520808815.34,100,91,8717000,8643000,-1134000,-601000
1520808816.35,100,91,8722000,8651000,-1100000,-652000
1520808817.36,100,91,8715000,8645000,-1074000,-648000
1520808818.36,100,91,8720000,8620000,-1109000,-470000
1520808819.37,100,91,8721000,8618000,-1104000,-478000
1520808820.39,100,91,8709000,8606000,-1122000,-436000
1520808821.4,100,91,8721000,8611000,-1095000,-425000
1520808822.41,100,91,8720000,8574000,-1105000,-212000
1520808823.42,100,91,8721000,8584000,-1158000,-207000
1520808824.42,100,91,8722000,8598000,-1146000,-335000
1520808825.43,100,91,8721000,8626000,-1120000,-466000
1520808826.44,100,91,8705000,8631000,-1075000,-527000
1520808827.45,100,91,8722000,8608000,-1152000,-343000
1520808828.46,100,91,8715000,8615000,-1145000,-412000
1520808829.47,100,91,8722000,8568000,-1156000,-145000
1520808830.47,100,91,8720000,8599000,-1122000,-343000
1520808831.49,100,91,8722000,8611000,-1074000,-398000
1520808832.5,100,91,8723000,8638000,-1154000,-551000
1520808833.51,100,91,8722000,8653000,-1150000,-634000
1520808834.52,100,91,8723000,8664000,-1148000,-718000
1520808835.53,100,91,8723000,8661000,-1148000,-710000
1520808836.55,100,91,8715000,8651000,-1095000,-649000
1520808837.56,100,91,8723000,8634000,-1147000,-495000
1520808838.57,100,91,8723000,8643000,-1144000,-597000
1520808839.58,100,91,8722000,8669000,-1080000,-711000
1520808840.59,100,91,8722000,8649000,-1045000,-627000
1520808841.59,100,91,8722000,8641000,-1111000,-517000
1520808842.6,100,91,8719000,8667000,-1105000,-694000
1520808843.61,100,91,8723000,8668000,-1136000,-715000
1520808844.63,100,91,8723000,8675000,-1138000,-740000
1520808845.64,100,91,8723000,8676000,-1137000,-789000
1520808846.64,100,91,8720000,8681000,-1098000,-798000
1520808847.65,100,91,8723000,8666000,-1135000,-702000
1520808848.66,100,91,8724000,8652000,-1134000,-628000
1520808849.67,100,91,8724000,8651000,-1133000,-633000
1520808850.68,100,91,8724000,8666000,-1131000,-711000
1520808851.69,100,91,8724000,8671000,-1129000,-732000
1520808852.7,100,91,8725000,8673000,-1128000,-742000
1520808853.71,100,91,8724000,8671000,-1127000,-732000
1520808854.71,100,91,8724000,8663000,-1126000,-715000
1520808855.72,100,91,8724000,8666000,-1125000,-682000
1520808856.73,100,91,8725000,8666000,-1124000,-683000
1520808857.74,100,91,8724000,8678000,-1121000,-743000
1520808858.75,100,91,8725000,8671000,-1121000,-725000
1520808859.76,100,91,8725000,8673000,-1120000,-723000
1520808860.77,100,91,8725000,8677000,-1118000,-763000
1520808861.77,100,91,8724000,8672000,-1118000,-732000
1520808862.78,100,91,8725000,8685000,-1114000,-793000
1520808863.79,100,91,8725000,8687000,-1113000,-830000
1520808864.8,100,91,8725000,8676000,-1112000,-765000
1520808865.81,100,91,8725000,8674000,-1112000,-733000
1520808866.82,100,91,8726000,8677000,-1111000,-728000
1520808867.83,100,91,8725000,8684000,-1109000,-766000
1520808868.84,100,91,8726000,8694000,-1105000,-856000
1520808869.85,100,91,8725000,8701000,-1100000,-891000
1520808870.86,100,91,8725000,8706000,-1100000,-914000
1520808871.87,100,91,8725000,8705000,-1102000,-910000
1520808872.88,100,91,8725000,8708000,-1100000,-913000
1520808873.88,100,91,8726000,8689000,-1103000,-836000
1520808874.89,100,91,8726000,8670000,-1102000,-714000
1520808875.9,100,91,8726000,8682000,-1101000,-760000
1520808876.91,100,91,8726000,8671000,-1100000,-706000
1520808877.91,100,91,8726000,8681000,-1099000,-765000
1520808878.92,100,91,8726000,8688000,-1097000,-800000
1520808879.93,100,91,8726000,8692000,-1095000,-826000
1520808880.94,100,91,8725000,8702000,-1093000,-872000
1520808881.95,100,91,8726000,8685000,-1094000,-802000
1520808882.96,100,91,8726000,8668000,-1092000,-697000
1520808883.97,100,91,8727000,8668000,-1091000,-682000
1520808884.98,100,91,8727000,8675000,-1090000,-732000
1520808885.99,100,91,8726000,8683000,-1090000,-758000
1520808887.0,100,91,8727000,8674000,-1088000,-699000
1520808888.02,100,91,8726000,8677000,-1085000,-696000
1520808889.03,100,91,8726000,8690000,-1086000,-780000
1520808890.03,100,91,8727000,8694000,-1085000,-825000
1520808891.04,100,91,8727000,8688000,-1084000,-797000
1520808892.05,100,91,8726000,8688000,-1084000,-792000
1520808893.06,100,91,8727000,8677000,-1082000,-716000
1520808894.07,100,91,8727000,8681000,-1081000,-730000
1520808895.08,100,91,8726000,8692000,-1079000,-784000
1520808896.09,100,91,8726000,8701000,-1077000,-873000
1520808897.1,100,91,8727000,8710000,-1075000,-914000
1520808898.11,100,91,8727000,8711000,-1075000,-920000
1520808899.12,100,91,8727000,8706000,-1076000,-892000
1520808900.13,100,91,8727000,8705000,-1075000,-875000
1520808901.14,100,91,8729000,8705000,-1074000,-898000
1520808902.15,100,91,8728000,8690000,-1072000,-794000
1520808903.16,100,91,8728000,8689000,-1071000,-763000
1520808904.17,100,91,8728000,8701000,-1071000,-822000
1520808905.18,100,91,8727000,8706000,-1070000,-841000
1520808906.19,100,91,8728000,8718000,-1067000,-935000
1520808907.2,100,91,8728000,8724000,-1062000,-980000
1520808908.21,100,91,8729000,8725000,-1036000,-983000
1520808909.22,100,91,8727000,8714000,-1064000,-920000
1520808910.23,100,91,8728000,8716000,-1063000,-928000
1520808911.23,100,91,8729000,8719000,-1062000,-939000
1520808912.24,100,91,8728000,8715000,-1063000,-904000
1520808913.25,100,91,8729000,8708000,-1062000,-841000
1520808914.26,100,91,8728000,8705000,-1061000,-837000
1520808915.27,100,91,8729000,8699000,-1061000,-797000
1520808916.27,100,91,8729000,8704000,-1060000,-805000
1520808917.28,100,91,8729000,8718000,-1057000,-913000
1520808918.29,100,91,8729000,8728000,-1054000,-975000
1520808919.3,100,91,8728000,8719000,-1054000,-938000
1520808920.31,100,91,8730000,8711000,-1053000,-895000
1520808921.32,100,91,8729000,8717000,-1053000,-917000
1520808922.33,100,91,8730000,8708000,-1053000,-871000
1520808923.34,100,91,8729000,8723000,-1051000,-929000
1520808924.35,100,91,8729000,8720000,-1051000,-905000
1520808925.36,100,91,8729000,8724000,-1048000,-941000
1520808926.36,100,91,8729000,8730000,-1045000,-980000
1520808927.37,100,91,8729000,8728000,-1046000,-965000
1520808928.38,100,91,8729000,8730000,-1043000,-979000
1520808929.39,100,91,8728000,8729000,-1042000,-984000
1520808930.4,100,92,8730000,8731000,-1043000,-971000
1520808931.41,100,92,8729000,8715000,-1044000,-856000
1520808932.42,100,92,8729000,8698000,-1044000,-772000
1520808933.42,100,92,8730000,8693000,-1043000,-735000
1520808934.43,100,92,8730000,8695000,-1041000,-753000
1520808935.44,100,92,8729000,8701000,-1041000,-787000
1520808936.45,100,92,8730000,8707000,-1039000,-852000
1520808937.46,100,92,8730000,8719000,-1038000,-921000
1520808938.47,100,92,8730000,8713000,-1036000,-872000
1520808939.48,100,92,8730000,8730000,-1031000,-971000
1520808940.49,100,92,8731000,8729000,-1030000,-984000
1520808941.5,100,92,8730000,8724000,-1031000,-948000
1520808942.51,100,92,8731000,8719000,-1031000,-922000
1520808943.52,100,92,8730000,8727000,-1030000,-938000
1520808944.53,100,92,8730000,8733000,-1028000,-958000
1520808945.54,100,92,8729000,8734000,-1017000,-989000
1520808946.54,100,92,8731000,8736000,-1023000,-996000
1520808947.55,100,92,8730000,8736000,-1020000,-988000
1520808948.56,100,92,8730000,8735000,-1020000,-987000
1520808949.57,100,92,8730000,8736000,-1023000,-982000
1520808950.58,100,92,8731000,8724000,-1025000,-933000
1520808951.59,100,92,8731000,8712000,-1024000,-842000
1520808952.6,100,92,8731000,8714000,-1024000,-828000
1520808953.61,100,92,8730000,8719000,-1023000,-857000
1520808954.62,100,92,8731000,8713000,-1023000,-830000
1520808955.63,100,92,8731000,8716000,-1021000,-829000
1520808956.64,100,92,8731000,8716000,-1021000,-852000
1520808957.65,100,92,8731000,8730000,-1018000,-944000
1520808958.65,100,92,8731000,8736000,-1014000,-977000
1520808959.66,100,92,8731000,8735000,-1010000,-974000
1520808960.67,100,92,8731000,8737000,-1013000,-978000
1520808961.69,100,92,8732000,8732000,-1014000,-953000
1520808962.7,100,92,8731000,8717000,-1015000,-843000
1520808963.71,100,92,8732000,8709000,-1014000,-814000
1520808964.71,100,92,8731000,8727000,-1013000,-892000
1520808965.72,100,92,8732000,8734000,-1010000,-958000
1520808966.73,100,92,8731000,8733000,-1005000,-956000
1520808967.74,100,92,8731000,8724000,-1010000,-899000
1520808968.75,100,92,8732000,8732000,-1007000,-937000
1520808969.76,100,92,8732000,8733000,-1007000,-950000
1520808970.77,100,92,8733000,8721000,-1006000,-892000
1520808971.79,100,92,8732000,8707000,-1006000,-788000
1520808972.8,100,92,8731000,8712000,-1006000,-796000
1520808973.81,100,92,8732000,8726000,-1004000,-851000
1520808974.82,100,92,8732000,8734000,-1002000,-920000
1520808975.82,100,92,8730000,8736000,-997000,-961000
1520808976.83,100,92,8731000,8736000,-994000,-957000
1520808977.84,100,92,8732000,8736000,-993000,-955000
1520808978.85,100,92,8732000,8736000,-995000,-953000
1520808979.86,100,92,8733000,8736000,-993000,-952000
1520808980.87,100,92,8731000,8736000,-991000,-951000
1520808981.88,100,92,8731000,8736000,-991000,-949000
1520808982.89,100,92,8731000,8731000,-995000,-928000
1520808983.9,100,92,8733000,8737000,-995000,-945000
1520808984.91,100,92,8733000,8730000,-994000,-915000
1520808985.91,100,92,8732000,8726000,-994000,-885000
1520808986.93,100,92,8733000,8737000,-992000,-934000
1520808987.94,100,92,8732000,8736000,-986000,-943000
1520808988.95,100,92,8732000,8739000,-986000,-941000
1520808989.96,100,92,8732000,8740000,-983000,-940000
1520808990.97,100,92,8733000,8741000,-982000,-939000
1520808991.98,100,92,8734000,8741000,-984000,-941000
1520808992.99,100,92,8733000,8741000,-985000,-937000
1520808994.0,100,92,8733000,8740000,-985000,-937000
1520808995.01,100,92,8733000,8735000,-985000,-925000
1520808996.02,100,92,8733000,8741000,-985000,-943000
1520808997.03,100,92,8734000,8737000,-984000,-919000
1520808998.04,100,92,8733000,8738000,-980000,-928000
1520808999.05,100,92,8734000,8739000,-981000,-933000
1520809000.06,100,92,8734000,8741000,-980000,-922000
1520809001.08,100,92,8734000,8723000,-980000,-827000
1520809002.09,100,92,8734000,8724000,-979000,-853000
1520809003.1,100,92,8734000,8739000,-977000,-929000
1520809004.11,100,92,8735000,8740000,-973000,-926000
1520809005.12,100,92,8734000,8740000,-973000,-925000
1520809006.13,100,92,8734000,8739000,-964000,-924000
1520809007.14,100,92,8734000,8740000,-963000,-923000
1520809008.15,100,92,8730000,8740000,-938000,-922000
1520809009.16,100,92,8735000,8740000,-972000,-921000
1520809010.16,100,92,8734000,8740000,-971000,-912000
1520809011.17,100,92,8734000,8733000,-971000,-850000
1520809012.18,100,92,8734000,8738000,-970000,-880000
1520809013.19,100,92,8735000,8735000,-971000,-887000
1520809014.19,100,92,8734000,8739000,-968000,-893000
1520809015.2,100,92,8734000,8740000,-966000,-920000
1520809016.21,100,92,8735000,8740000,-956000,-916000
1520809017.22,100,92,8734000,8740000,-962000,-915000
1520809018.23,100,92,8735000,8741000,-959000,-913000
1520809019.24,100,92,8735000,8741000,-960000,-913000
1520809020.25,100,92,8734000,8740000,-955000,-911000
1520809021.26,100,92,8735000,8741000,-960000,-910000
1520809022.27,100,92,8735000,8738000,-961000,-901000
1520809023.28,100,92,8735000,8740000,-958000,-909000
1520809024.28,100,92,8735000,8739000,-955000,-906000
1520809025.29,100,92,8735000,8739000,-957000,-906000
1520809026.3,100,92,8735000,8740000,-959000,-905000
1520809027.31,100,92,8736000,8740000,-958000,-903000
1520809028.32,100,92,8735000,8740000,-934000,-902000
1520809029.33,100,92,8735000,8738000,-957000,-897000
1520809030.34,100,92,8735000,8738000,-957000,-896000
1520809031.35,100,92,8735000,8729000,-955000,-838000
1520809032.36,100,92,8735000,8739000,-954000,-893000
1520809033.38,100,92,8735000,8740000,-953000,-898000
1520809034.39,100,92,8734000,8740000,-949000,-897000
1520809035.4,100,92,8735000,8741000,-945000,-896000
1520809036.41,100,92,8735000,8740000,-921000,-895000
1520809037.41,100,92,8736000,8740000,-941000,-895000
1520809038.42,100,92,8735000,8740000,-941000,-894000
1520809039.43,100,92,8735000,8740000,-944000,-892000
1520809040.44,100,92,8735000,8740000,-947000,-892000
1520809041.45,100,92,8736000,8740000,-946000,-889000
1520809042.46,100,92,8735000,8741000,-946000,-890000
1520809043.47,100,92,8736000,8734000,-945000,-841000
1520809044.48,100,92,8736000,8741000,-943000,-879000
1520809045.49,100,92,8736000,8740000,-942000,-887000
1520809046.5,100,92,8736000,8741000,-940000,-886000
1520809047.51,100,92,8736000,8741000,-935000,-886000
1520809048.52,100,92,8734000,8740000,-932000,-885000
1520809049.52,100,92,8736000,8740000,-928000,-883000
1520809050.53,100,92,8736000,8741000,-927000,-883000
1520809051.54,100,92,8736000,8740000,-937000,-882000
1520809052.55,100,92,8736000,8741000,-935000,-881000
1520809053.56,100,92,8735000,8744000,-933000,-880000
1520809054.57,100,92,8735000,8744000,-930000,-879000
1520809055.58,100,92,8737000,8746000,-932000,-878000
1520809056.59,100,92,8736000,8744000,-933000,-877000
1520809057.6,100,92,8737000,8744000,-931000,-877000
1520809058.61,100,92,8736000,8744000,-930000,-876000
1520809059.61,100,92,8736000,8744000,-927000,-874000
1520809060.63,100,92,8737000,8744000,-929000,-874000
1520809061.64,100,92,8735000,8743000,-929000,-873000
1520809062.64,100,92,8737000,8743000,-928000,-873000
1520809063.65,100,92,8737000,8743000,-925000,-872000
1520809064.66,100,92,8737000,8743000,-919000,-871000
1520809065.67,100,93,8736000,8743000,-918000,-870000
1520809066.68,100,93,8737000,8742000,-917000,-868000
1520809067.69,100,93,8737000,8743000,-917000,-868000
1520809068.7,100,93,8736000,8743000,-919000,-867000
1520809069.71,100,93,8738000,8744000,-920000,-867000
1520809070.72,100,93,8737000,8743000,-922000,-866000
1520809071.73,100,93,8737000,8743000,-922000,-866000
1520809072.73,100,93,8738000,8744000,-921000,-870000
1520809073.74,100,93,8738000,8738000,-921000,-846000
1520809074.76,100,93,8738000,8744000,-921000,-862000
1520809075.77,100,93,8738000,8743000,-919000,-862000
1520809076.77,100,93,8738000,8743000,-916000,-861000
1520809077.78,100,93,8738000,8744000,-911000,-860000
1520809078.79,100,93,8738000,8744000,-911000,-859000
1520809079.8,100,93,8738000,8744000,-908000,-859000
1520809080.81,100,93,8738000,8744000,-912000,-857000
1520809081.82,100,93,8738000,8744000,-914000,-857000
1520809082.83,100,93,8739000,8744000,-913000,-856000
1520809083.84,100,93,8738000,8744000,-908000,-855000
1520809084.85,100,93,8738000,8743000,-910000,-853000
1520809085.86,100,93,8738000,8743000,-909000,-853000
1520809086.86,100,93,8738000,8743000,-911000,-852000
1520809087.87,100,93,8738000,8743000,-909000,-851000
1520809088.88,100,93,8738000,8743000,-908000,-851000
1520809089.89,100,93,8738000,8744000,-906000,-850000
1520809090.9,100,93,8738000,8743000,-906000,-849000
1520809091.9,100,93,8739000,8744000,-906000,-849000
1520809092.91,100,93,8739000,8744000,-904000,-847000
1520809093.92,100,93,8739000,8744000,-903000,-848000
1520809094.93,100,93,8739000,8743000,-903000,-847000
1520809095.94,100,93,8738000,8743000,-899000,-845000
1520809096.94,100,93,8739000,8744000,-898000,-844000
1520809097.95,100,93,8739000,8744000,-897000,-844000
1520809098.96,100,93,8739000,8744000,-896000,-843000
1520809099.97,100,93,8739000,8743000,-896000,-842000
1520809100.98,100,93,8739000,8744000,-896000,-842000
1520809101.99,100,93,8740000,8743000,-894000,-840000
1520809103.01,100,93,8739000,8743000,-894000,-840000
1520809104.02,100,93,8739000,8744000,-895000,-840000
1520809105.03,100,93,8739000,8743000,-893000,-839000
1520809106.04,100,93,8739000,8744000,-894000,-838000
1520809107.05,100,93,8740000,8744000,-894000,-836000
1520809108.06,100,93,8739000,8745000,-893000,-836000
1520809109.06,100,93,8740000,8744000,-892000,-835000
1520809110.07,100,93,8740000,8745000,-888000,-834000
1520809111.09,100,93,8739000,8745000,-889000,-833000
1520809112.1,100,93,8740000,8745000,-889000,-833000
1520809113.11,100,93,8740000,8744000,-889000,-832000
1520809114.11,100,93,8740000,8744000,-887000,-832000
1520809115.13,100,93,8739000,8744000,-885000,-831000
1520809116.14,100,93,8740000,8744000,-886000,-830000
1520809117.14,100,93,8740000,8744000,-884000,-830000
1520809118.16,100,93,8740000,8744000,-884000,-829000
1520809119.16,100,93,8740000,8744000,-883000,-828000
1520809120.17,100,93,8741000,8745000,-882000,-827000
1520809121.18,100,93,8739000,8745000,-883000,-827000
1520809122.19,100,93,8740000,8745000,-882000,-825000
1520809123.2,100,93,8741000,8745000,-879000,-825000
1520809124.21,100,93,8740000,8745000,-880000,-824000
1520809125.22,100,93,8740000,8745000,-878000,-823000
1520809126.22,100,93,8740000,8745000,-878000,-822000
1520809127.23,100,93,8741000,8745000,-878000,-822000
1520809128.24,100,93,8741000,8745000,-875000,-821000
1520809129.25,100,93,8741000,8745000,-876000,-820000
1520809130.26,100,93,8741000,8745000,-876000,-820000
1520809131.27,100,93,8741000,8745000,-875000,-819000
1520809132.28,100,93,8741000,8745000,-874000,-819000
1520809133.3,100,93,8740000,8746000,-875000,-818000
1520809134.31,100,93,8741000,8746000,-873000,-817000
1520809135.32,100,93,8740000,8745000,-873000,-816000
1520809136.32,100,93,8741000,8745000,-871000,-816000
1520809137.33,100,93,8741000,8745000,-871000,-816000
1520809138.34,100,93,8741000,8748000,-870000,-814000
1520809139.35,100,93,8741000,8749000,-867000,-813000
1520809140.36,100,93,8742000,8750000,-868000,-812000
1520809141.37,100,93,8741000,8749000,-868000,-811000
1520809142.38,100,93,8741000,8749000,-867000,-811000
1520809143.39,100,93,8742000,8748000,-865000,-810000
1520809144.4,100,93,8741000,8749000,-865000,-809000
1520809145.4,100,93,8742000,8749000,-865000,-810000
1520809146.41,100,93,8741000,8747000,-865000,-808000
1520809147.42,100,93,8743000,8747000,-864000,-806000
1520809148.43,100,93,8742000,8746000,-863000,-806000
1520809149.44,100,93,8741000,8747000,-862000,-805000
1520809150.46,100,93,8741000,8747000,-859000,-805000
1520809151.47,100,93,8741000,8747000,-860000,-805000
1520809152.48,100,93,8742000,8748000,-860000,-804000
1520809153.49,100,93,8742000,8747000,-859000,-802000
1520809154.5,100,93,8742000,8747000,-858000,-802000
1520809155.51,100,93,8742000,8747000,-857000,-802000
1520809156.52,100,93,8742000,8747000,-857000,-801000
1520809157.53,100,93,8742000,8747000,-856000,-799000
1520809158.54,100,93,8741000,8747000,-856000,-799000
1520809159.55,100,93,8742000,8748000,-854000,-799000
1520809160.55,100,93,8742000,8747000,-854000,-797000
1520809161.56,100,93,8742000,8748000,-853000,-797000
1520809162.57,100,93,8742000,8746000,-853000,-796000
1520809163.58,100,93,8742000,8747000,-852000,-795000
1520809164.59,100,93,8742000,8747000,-851000,-794000
1520809165.6,100,93,8743000,8747000,-850000,-793000
1520809166.61,100,93,8743000,8748000,-850000,-792000
1520809167.61,100,93,8742000,8748000,-848000,-792000
1520809168.62,100,93,8742000,8748000,-848000,-792000
1520809169.63,100,93,8743000,8748000,-847000,-791000
1520809170.64,100,93,8742000,8748000,-847000,-790000
1520809171.65,100,93,8743000,8748000,-846000,-789000
1520809172.66,100,93,8743000,8748000,-844000,-789000
1520809173.67,100,93,8743000,8748000,-845000,-787000
1520809174.68,100,93,8743000,8748000,-844000,-787000
1520809175.69,100,93,8742000,8747000,-843000,-786000
1520809176.7,100,93,8743000,8747000,-842000,-785000
1520809177.71,100,93,8744000,8747000,-842000,-784000
1520809178.72,100,93,8743000,8747000,-841000,-784000
1520809179.73,100,93,8742000,8747000,-840000,-783000
1520809180.74,100,93,8743000,8747000,-839000,-782000
1520809181.75,100,93,8743000,8747000,-838000,-782000
1520809182.76,100,100,8743000,8748000,-838000,-782000
1520809183.77,100,100,8744000,8747000,-837000,-781000
1520809184.78,100,100,8744000,8748000,-837000,-780000
1520809185.78,100,100,8743000,8747000,-836000,-780000
1520809186.79,100,100,8744000,8747000,-835000,-780000
1520809187.8,100,100,8744000,8748000,-834000,-779000
1520809188.81,100,100,8744000,8748000,-834000,-778000
1520809189.82,100,100,8744000,8748000,-833000,-777000
1520809190.83,100,100,8744000,8748000,-832000,-776000
1520809191.84,100,100,8742000,8747000,-829000,-775000
1520809192.85,100,100,8744000,8748000,-831000,-775000
1520809193.86,100,100,8743000,8748000,-830000,-774000
1520809194.87,100,100,8744000,8748000,-829000,-773000
1520809195.88,100,100,8744000,8748000,-828000,-773000
1520809196.89,100,100,8743000,8747000,-828000,-771000
1520809197.9,100,100,8744000,8747000,-828000,-771000
1520809198.91,100,100,8744000,8748000,-827000,-771000
1520809199.92,100,100,8744000,8747000,-826000,-771000
1520809200.93,100,100,8744000,8748000,-826000,-770000
1520809201.94,100,100,8744000,8747000,-824000,-769000
1520809202.94,100,100,8744000,8747000,-824000,-768000
1520809203.95,100,100,8744000,8748000,-823000,-768000
1520809204.96,100,100,8745000,8749000,-823000,-768000
1520809205.97,100,100,8744000,8749000,-823000,-767000
1520809206.98,100,100,8744000,8748000,-822000,-767000
1520809207.99,100,100,8744000,8748000,-821000,-766000
1520809209.0,100,100,8744000,8749000,-820000,-765000
1520809210.01,100,100,8744000,8749000,-819000,-764000
1520809211.02,100,100,8744000,8749000,-818000,-764000
1520809212.02,100,100,8744000,8749000,-817000,-763000
1520809213.03,100,100,8745000,8749000,-817000,-763000
1520809214.04,100,100,8745000,8749000,-816000,-762000
1520809215.05,100,100,8745000,8751000,-816000,-762000
1520809216.06,100,100,8744000,8752000,-816000,-760000
1520809217.07,100,100,8745000,8752000,-814000,-759000
1520809218.08,100,100,8745000,8752000,-813000,-759000
1520809219.09,100,100,8745000,8752000,-813000,-759000
1520809220.09,100,100,8745000,8752000,-812000,-758000
1520809221.1,100,100,8745000,8752000,-811000,-758000
1520809222.11,100,100,8745000,8752000,-810000,-757000
1520809223.12,100,100,8746000,8753000,-809000,-756000
1520809224.13,100,100,8745000,8752000,-809000,-755000
1520809225.14,100,100,8746000,8752000,-808000,-755000
1520809226.15,100,100,8745000,8752000,-808000,-755000
1520809227.15,100,100,8745000,8752000,-808000,-754000
1520809228.16,100,100,8745000,8752000,-808000,-753000
1520809229.17,100,100,8746000,8751000,-806000,-753000
1520809230.18,100,100,8745000,8752000,-806000,-753000
1520809231.19,100,100,8746000,8752000,-805000,-752000
1520809232.2,100,100,8745000,8752000,-805000,-750000
1520809233.2,100,100,8745000,8752000,-803000,-749000
1520809234.21,100,100,8746000,8751000,-803000,-749000
1520809235.22,100,100,8746000,8752000,-802000,-748000
1520809236.23,100,100,8746000,8751000,-801000,-748000
1520809237.24,100,100,8745000,8752000,-801000,-747000
1520809238.25,100,100,8745000,8752000,-801000,-747000
1520809239.25,100,100,8746000,8752000,-799000,-746000
1520809240.26,100,100,8746000,8751000,-799000,-746000
1520809241.27,100,100,8746000,8751000,-798000,-745000
1520809242.28,100,100,8746000,8751000,-797000,-743000
1520809243.29,100,100,8746000,8750000,-797000,-743000
1520809244.3,100,100,8747000,8750000,-796000,-743000
1520809245.31,100,100,8746000,8751000,-795000,-743000
1520809246.32,100,100,8747000,8751000,-794000,-742000
1520809247.33,100,100,8747000,8751000,-794000,-741000
1520809248.34,100,100,8746000,8751000,-793000,-741000
1520809249.35,100,100,8747000,8751000,-792000,-741000
1520809250.37,100,100,8747000,8751000,-792000,-740000
1520809251.38,100,100,8747000,8751000,-791000,-739000
1520809252.38,100,100,8746000,8751000,-791000,-739000
1520809253.39,100,100,8746000,8751000,-790000,-738000
1520809254.4,100,100,8747000,8751000,-789000,-738000
1520809255.42,100,100,8747000,8751000,-789000,-737000
1520809256.44,100,100,8747000,8751000,-788000,-737000
1520809257.45,100,100,8747000,8751000,-787000,-736000
1520809258.45,100,100,8746000,8751000,-787000,-736000
1520809259.46,100,100,8747000,8751000,-786000,-736000
1520809260.47,100,100,8747000,8751000,-786000,-734000
1520809261.48,100,100,8747000,8751000,-784000,-734000
1520809262.49,100,100,8747000,8751000,-785000,-733000
1520809263.5,100,100,8746000,8751000,-783000,-733000
1520809264.51,100,100,8747000,8751000,-782000,-732000
1520809265.52,100,100,8747000,8751000,-782000,-732000
1520809266.52,100,100,8747000,8751000,-782000,-731000
1520809267.53,100,100,8747000,8752000,-781000,-731000
1520809268.54,100,100,8747000,8751000,-781000,-731000
1520809269.55,100,100,8747000,8751000,-780000,-730000
1520809270.56,100,100,8747000,8750000,-780000,-730000
1520809271.57,100,100,8747000,8751000,-780000,-729000
1520809272.58,100,100,8747000,8751000,-778000,-728000
1520809273.59,100,100,8747000,8750000,-778000,-728000
1520809274.6,100,100,8747000,8751000,-777000,-727000
1520809275.6,100,100,8747000,8751000,-775000,-728000
1520809276.61,100,100,8747000,8752000,-775000,-727000
1520809277.62,100,100,8747000,8750000,-774000,-727000
1520809278.63,100,100,8747000,8751000,-774000,-725000
1520809279.64,100,100,8747000,8751000,-773000,-725000
1520809280.65,100,100,8747000,8752000,-773000,-725000
1520809281.66,100,100,8747000,8751000,-773000,-724000
1520809282.67,100,100,8747000,8751000,-772000,-723000
1520809283.68,100,100,8748000,8752000,-771000,-723000
1520809284.69,100,100,8748000,8751000,-771000,-723000
1520809285.7,100,100,8747000,8751000,-770000,-722000
1520809286.7,100,100,8748000,8751000,-769000,-721000
1520809287.71,100,100,8747000,8751000,-768000,-721000
1520809288.72,100,100,8748000,8751000,-767000,-720000
1520809289.73,100,100,8747000,8751000,-766000,-720000
1520809290.74,100,100,8748000,8751000,-765000,-719000
1520809291.75,100,100,8749000,8753000,-765000,-719000
1520809292.76,100,100,8747000,8753000,-766000,-718000
1520809293.76,100,100,8748000,8753000,-764000,-718000
1520809294.77,100,100,8748000,8753000,-764000,-717000
1520809295.78,100,100,8749000,8754000,-763000,-716000
1520809296.79,100,100,8748000,8753000,-763000,-715000
1520809297.8,100,100,8748000,8752000,-763000,-715000
1520809298.81,100,100,8749000,8752000,-763000,-714000
1520809299.82,100,100,8748000,8752000,-762000,-714000
1520809300.83,100,100,8748000,8754000,-761000,-713000
1520809301.83,100,100,8749000,8754000,-759000,-713000
1520809302.84,100,100,8749000,8755000,-758000,-712000
1520809303.85,100,100,8748000,8754000,-758000,-712000
1520809304.86,100,100,8748000,8754000,-757000,-711000
1520809305.87,100,100,8748000,8755000,-756000,-710000
1520809306.88,100,100,8749000,8755000,-755000,-709000
1520809307.89,100,100,8749000,8755000,-754000,-708000
1520809308.9,100,100,8748000,8755000,-756000,-708000
1520809309.91,100,100,8749000,8755000,-754000,-707000
1520809310.92,100,100,8749000,8754000,-754000,-708000
